70.023203501504, -25.554121381173, -3660.6882179481
69.765666822194, -25.752226519104, -3137.4349748294
69.352476105937, -26.015423345212, -3794.8055676287
68.995886857661, -26.30975097871, -2996.1687222979
68.62514724239, -26.609738759006, -3526.2702239061
68.265727920715, -26.881425805312, -3514.1505513026
67.957249920222, -27.020099401863, -3604.5152693608
67.711033534507, -27.280466154573, -4185.5923185017
67.241241350271, -27.738938045214, -4034.5560689154
66.89880246899, -28.129488174278, -4748.1631308297
66.341278009383, -28.542678890535, -4848.2177267595
66.018649641895, -28.72946373487, -4693.7608145862
65.65923032022, -28.862477184624, -4763.2647945742
65.096045713816, -29.125674010732, -5032.3373407115
64.813038373914, -29.306798708269, -5093.777054935
64.510220520219, -29.538864726989, -4699.8426804597
63.78855180347, -29.963375736841, -5367.3612244616
63.197066463075, -30.430337847679, -5211.1099793445
62.605581122681, -30.750136141768, -5094.1576691401
62.282952755193, -30.996352527482, -4911.0106308489
61.790519983764, -31.183137371818, -5582.8206447152
61.51317279066, -31.590667941276, -5407.3803011239
61.201864716768, -32.303846437828, -5203.3460003175
61.060361046817, -32.850050603839, -4711.5207264554
60.76320333992, -33.483987045218, -5230.9173748538
60.593398935979, -33.976419816647, -5349.633025117
59.894370806422, -34.60186603783, -5468.5918807694
59.002897685732, -35.589561654087, -5411.1062666853
58.482164180313, -35.889549434383, -5305.4280365219
57.984071262086, -36.481034774778, -5075.089070183
57.718044362578, -36.798002995467, -4927.4633307271
57.262402545336, -37.16591253734, -5311.3752388321
57.112408655188, -37.706456556552, -5464.5627454405
57.10674850839, -38.026254850641, -4591.1196046714
57.027506453218, -38.297941896947, -5825.0589173252
56.438851186222, -38.810185182169, -5187.2265568055
56.147353626124, -39.045081274287, -4683.497418266
55.776614010852, -39.175264650642, -4720.905552645
55.168148230064, -39.551664412711, -4591.5121833355
54.34459687095, -40.185600854091, -4372.8142401313
54.010648209866, -40.56200061616, -4493.9704551631
53.945556521688, -41.229897938328, -4428.1520435343
53.82669343893, -42.078919958033, -4256.1170612613
53.322940373905, -42.305325829955, -4352.1079451511
52.383356005431, -42.653424858034, -4095.6794052874
52.018276536958, -42.746817280201, -3541.8022013199
51.480562591144, -43.426034895965, -3198.6682966197
50.948508792129, -43.652440767887, -3031.8782476712
49.394798496069, -43.723192602862, -2525.7701562603
48.52879603597, -43.774133924045, -2764.5610060643
47.127909703456, -43.878846639808, -2465.0115794431
