169.9	-19.4
158.8	-62.1
152.5	-60
45.6667	12.0833
145.03	20.42
-108.3948	23.6423
-108.6168	23.2336
-33.65	36.3833
68.7666	-21.4
69.1833	-22.9666
-44.861	12.986
38.083	21.367
48.8	-37.9
122	20
139.7333	31.9667
77.825	-37.7217
-176.372	-21.415
-176.364	-21.32
-176.347	-21.27
-176.253	-20.99
-176.239	-20.95
-176.217	-20.87
-176.292	-21.107
63.6666	3.7
63.8333	3.6916
60.95	6.05
94.1666	10.4166
94	10
173.5	-19
144.705	20.81
-91.5667	-38.7167
-91.5833	-39.05
-75.8	-46.3
-75.8333	-46.2
65.733	-19.483
68.2	-8.25
66.75	-9.9
66.5	-10.66
66.7	-10.9
66.5	-11.2
66.4	-11.3
65.7	-12.25
66.1	-12.6
66.1	-14.3
66.5	-14.75
66.8	-17
69.6667	-24
-176.3667	-18.1333
-176.3333	-18.05
-176.2833	-18.1333
-176.3833	-17.8667
-176.3833	-18.5
-113.9083	30.6333
128.75	28.45
38.05	21.283
-27.3333	-59.4167
-175.7	-15.45
-90.53	0.95
-173.6667	-15.0833
152.58	-3.31
-17.99	27.62
-176.3333	-21.1667
14.1667	38.58
-102.46	-0.8
-104.33	10.13
-110.28	-10.5667
-103.78	11.133
-103.7833	11.4833
-103.83	11.7775
-112.667	-14.3
-112.667	-14.583
-112.835	-15.4
-112.77	-15
-113	-16.13
-113.05	-16.4
-113.06	-16.583
-113.068	-16.717
-113.25	-17.7
-113.3	-17.79
-113.3	-17.88
-113.317	-17.94
-113.117	-17
-102.827	-2.084
-113.6843	-20.0333
-114.257	-21.367
-114.301	-21.634
-114.5	-21.9
-114.367	-22.5
-112.917	-27.7
-112.912	-27.867
-112.904	-28.017
-112.983	-28.3
-112.964	-28.417
-112.988	-28.7
-111.72	-29.5
-111.73	-29.8
-111.764	-30.133
-111.764	-30.375
-111.877	-30.75
-111.967	-31.433
-106.4	-5
-107.55	-7
-104.2	8.9
-106.3	18.25
-105.38	17
-105.005	17.67
-103.5	13
-105.4	15.5
-105.3	16.58
-108.0667	22.9333
-30.2	-57.5
-128.9257	48.1993
-81.85	18.35
170.75	-22
177.4167	-16.1667
-91.31	1.941
-174.5417	-16.4917
-174.5017	-17.025
-174.5167	-16.6667
143.47	21.93
7.45	85.0167
84.8333	85.65
-2	83.85
2.1333	84.4333
37	86.35
43	86.5333
55.5	86.9833
69	86.5333
-93.77	2.497
-94.33	2.53
-94.775	2.6
-95.45	2.67
-177.41	-27.2
78.092	-39.44
82.71	-42.477
82.8266	-42.5375
83.0366	-42.66
86.0608	-41.0125
86.155	-41.0716
86.3892	-41.223
87.2615	-41.5883
87.3481	-41.6498
87.4375	-41.7133
87.6266	-41.8333
79.103	-41.252
87.8008	-41.9508
87.8808	-42.005
88.042	-42.113
89.2205	-42.0272
91.0357	-43.0369
92.1335	-43.3115
92.8451	-43.6901
93.4571	-43.9805
94.6039	-44.7237
94.9673	-44.9054
79.753	-41.772
96.0594	-46.624
96.5709	-46.8956
96.8947	-47.1196
97.1566	-47.2383
97.4373	-47.4145
97.8678	-47.6179
98.0631	-47.7009
98.1756	-47.7483
98.8232	-48.0048
81.0625	-41.2025
81.158	-41.242
81.6617	-41.66
81.838	-41.802
81.9816	-41.8833
82.06	-41.9633
170.283	-20.983
-126.782	42.679
-126.8333	42.55
-126.55	42.95
-179.609	-32.606
-177.82	-28.59
157.03	-8.75
157.9667	-8.9833
36.2767	24.7233
179.255	-34.575
8.4417	74.8
8	76.7833
7.58	77.63
-16	68.7581
123.8	-7.98
27.25	36.6667
105.423	-6.102
-179.956	-33.156
168.53	-16.83
51	-37.5
124.7	11.5
