-44.9785	14.752
-44.938	14.72
-155.25	18.95
8.15	73.55
49.6494	-37.7838
-42.1183	30.125
-32.2733	37.2933
152.65	-3.1167
-178.721	-30.214
-140.25	-28.9833
-130.2667	49.75
-129.1	47.95
-174.285	-15.4217
130.292	-5.53
-12.3742	-4.8058
144.2833	18.0333
144.7533	18.0467
-176.6017	-22.18
14.378	39.26
-173.7833	-14.9166
-173.7936	-15.0049
-173.7833	-15.0166
152.2	-4.27
145.22	20.02
-104.2065	9.1404
-31.525	37.8417
-32.4333	37.15
23.336	37.615
-128.7083	48.4567
-128.6816	48.43
24.5167	36.6667
127.6417	28.3917
141.94	23.497
-176.703	-22.47
140.58	28.32
-177.15	-25.8
-62.23	16.71
-129.109	47.923
-104.5383	9.45
-27.85	45.4833
173.4833	-18.8167
139.8683	32.1033
130.333	30.75
127.1417	27.575
-94.075	2.53
151.7272	-3.6754
-127.4917	41
-13.52	-8.3
169.517	-18.133
142.3333	23.0833
27.14	36.56
-173.5667	-15.0667
-173.57	-15.165
-111.9167	-31.15
-130.2	44.98
-130.2667	44.8833
126.8966	27.7908
144.043	21.485
144.775	14.601
-129.3772	46.6899
139.4417	34.5467
151.67	-3.725
14.7	39.55
15.1057	38.6356
-88.2	0.75
144.5077	15.4802
-108.8618	23.9567
167.2717	55.4167
143.6483	12.9183
-111.6402	-23.3275
-101.49	1.22
166.8333	-22.3333
95.3	5.8166
-116.75	31.75
-105.52	20.77
-33.902	36.23
-114.3	-21.562
-109.3783	20.8033
-113.2	-17.4333
-25.316	37.725
-111.6792	27.5083
-86.2267	0.8058
145.57	15.62
178.4667	-35.7333
178.1833	-36.1333
-112.0333	-31.85
-33.4333	36.5667
-129.076	47.982
119.09	-8.13
25.4	36.4333
-129.066	47.997
-126.7083	42.755
144.02	13.25
-44.963	13.5137
-176.629	-22.29
143.62	12.9533
-44.95	23.3683
65.85	-19.545
147.1917	-3.1667
151.7465	-3.732
147.528	-3.038
173.9167	-16.95
-5.8146	71.2593
-129.81	46.155
-130.3667	44.6667
123.841	24.855
122.7	24.849
166.7	-10.867
-113.233	-17.6167
-24.5333	63.1
140.6417	28.575
140.0667	31.4667
152.1	-3.8
-174.25	-15.3833
-44.8267	26.1367
-176.533	-21.92
124.1017	24.3483
178.0333	-36.325
124.5416	25.0916
-148.8167	-17.567
-176.604	-22.1667
169.1	-17.5667
-85.91	0.7683
-105.4333	15.7333
-175.75	-21.15
-176.917	-24.585
-177.0167	-24.8
143.5333	12.7167
-176.1367	-20.3169
-5.7667	71.2833
-176.5678	-21.9876
153.55	-4.0833
-88.3	0.77
-176.6083	-22.2151
-169.0667	-14.2167
150.2833	-3.1667
150.036	-3.3712
-174.0196	-15.379
-81.7972	18.3777
15	38.4
-178.453	-30.687
-173.75	-15.095
144.833	14.325
176.98	-37.86
-176.5234	-21.9612
177.1953	-37.5191
173.9167	-16.9833
-118.3167	33.7
-179.188	-31.85
27.13	36.66
127.5333	27.4916
-14.41	-13.28
