143.6886	13.0987
-176.191	-20.7619
43.6667	11.95
-27.8571	-59.721
-102.283	1.7333
129.597	29.461
-108.5315	23.3765
-108.5443	23.3553
-108.5597	23.3526
144.6833	18.2167
-113.4	-18.608
-44.8633	12.9733
-44.9067	12.9917
-6.25	82.8833
-130.014	45.9333
-130.0272	45.9892
-129.9795	45.9266
-127.787	47.71
-111.8333	26.6667
129.871	-4.525
125.491	3.138
-81.7182	18.5466
-129.4	-25.1667
-43.1717	29.17
179.0667	-34.8667
-31.5333	37.8
-89.6083	0.83
177.117	-37.68
14.0833	40.7833
15.2667	40.0167
-176.1833	-20.6667
-130.275	44.7583
-61.383	15.25
177.84	-36.449
-176.45	-18.6
144.194	21.324
-60.65	-62.95
151.8717	-3.6958
-13.3558	-15.1666
65.305	-18.347
-26.63	38.23
-87.095	9.08
140.8167	27.6833
-129.625	44.217
145.67	15.93
69.596	-23.878
14	38.625
168.4	-16.687
-102.456	-1.369
-104.33	10.033
-103.65	10.7433
-103.7583	11.2833
-110.53	-11.3
-103.78	11.4
-103.85	11.7
-103.95	12.8333
-103.916	12.709
-112.4667	-13.9667
-113.15	-17.2
-113.2333	-17.5667
-113.266	-17.733
-113.344	-18.17
-113.35	-18.25
-113.3833	-18.4333
-113.416	-18.555
-102.655	-2.22
-113.708	-20.1
-114.2917	-21.4333
-109.0833	20.8333
-115.5667	-23.5333
-115.4558	-23.8233
-112.6133	-26.205
-112.625	-26.4833
-102.233	3.917
-110.8667	-37.6667
-110.9167	-37.8
-107.8	-7.4167
-104.2	8.6333
-104.2166	9.28
-104.2414	9.5167
-104.25	9.5583
-104.26	9.65
-104.2802	9.775
-104.29	9.83
-114.1667	-20.8333
-113.6792	-20.3333
145.25	14.9667
-28.6	38.55
-30.325	-56.0917
-29.93	-60.05
-32.2833	37.2667
-18.1333	65.85
-103.6767	10.9267
-129.705	46.3133
-129.5783	46.525
143.9166	13.4
151.83	-9.9083
-174.5668	-17.5352
-86.1665	1.45
-178.7167	-30.0333
-17.6542	66.6067
164.25	-10.4667
-111.3879	27.411
-111.4109	27.0148
144.868	16.957
-179.034	-31.097
178.999	-34.984
-129.09	47.9667
-176.697	-22.53
-177.26	-26.39
-57.2745	-62.194
145.736	43.976
-91.935	2.1
126.975	27.5417
124.88	25.23
-22.65	66.05
13.95	40.7306
127.0833	27.2667
-84.8397	9.1175
-169.72	52.98
130.8	31.6583
141.0833	26.7
70.04	-25.3195
143.6167	21.6
143.6	21.3833
125.0816	4.8133
-28.3166	-59.7
-61.6667	12.2833
-176.1336	-20.0532
129.3333	29.2166
-18.7167	67.0833
25.4833	36.525
27.25	36.85
152.8	47.5167
121.95	24.8333
122	24.8333
-177.25	-14.92
125.2	1.8
-13.18	-9.55
